,directory,hotel,review,score,sentiment
449,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/139500511.html,Comfort Inn East,"""Our family had two rooms, with an interconnecting door. 2 queen beds in each room. Lots of space. Very clean. Breakfast dining area could've been larger, but they did offer a 2nd room for overflow guests to use for dining. Constant replenishing of food. A 40-minute drive to the Hopewell Rocks.",5,positive
450,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/466642857.html,Comfort Inn East,"""This hotel is really the best in moncton for us really clean also really close from all facility the staff is always helping you out with a big smille really pleasant will come back definitly here !!!! ",5,positive
451,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/109718933.html,Comfort Inn East,"""I stayed at this hotel for 2 nights this month with my family and found the staff very friendly and helpful.  The front desk staff were great, every time we had a question about the area they were very helpful in answering our questions, we was never made to feel as though we were \""bothering\"" them.  \nThe rooms were very well kept and very tidy.  We saw a few housekeepers during our stay and they all welcomed us with a friendly smile.  \nThe breakfast was a good start to the day, the kids loved the cereal, yogourt and fruit that was available.  \nI will definately stay here again since we had such a great experience with such welcoming staff.",4,positive
452,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/539775509.html,Comfort Inn East,"""People at the front desk were very friendly and bilinguals, which is fantastic.\nRoom size is good.  Price is probably average.\nCleanliness was discussing: dust on every surfaces.\nIn night time, there was a bad noise or humble coming from some kind of electric motor or pump.\nBreakfast was perfect.",3,negative
453,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/526974026.html,Comfort Inn East,"""We stayed in a two-queen bed room. It was very spacious and clean. The decor, carpet, and furniture were modern and looked as though they had been recently upgraded. The bathroom was very clean and I didn't feel the need to tip toe around. \n\nI don't believe there is an elevator in this hotel. We had to drag our heavy luggage up two flights of stairs to get to the second floor where our room was. The first floor rooms all appeared to have patio doors which opened onto the parking lot - something I am not a fan of. \n\nThe location of the hotel was less than a 10 minute drive to Main Street where you will find lots of restaurants. \n\nThe only downfall to this hotel was the breakfast. We had stayed in another Comfort Inn in Halifax for two nights prior to our stay at this location and we were very pleased with the breakfast. Usually, we would head down around 30 minutes prior to breakfast ending and there would be lots of food left - yogurt, fruit, bread, pastries, etc. At this Comfort Inn, we headed down to breakfast 30 minutes before it ended only to find about 3 pieces of bread left, a few English muffins, 1 peanut butter pack and 3 strawberry jams. There was a plethora of butter in the otherwise empty fridge, yet the breakfast attendant took to further filling the butter drawer. There was one yogurt left and that was it. There was a tray of ham and eggs as well as waffles that you could make, however I just wanted a small breakfast. As we were in the breakfast area, there were still lots of people coming in. I'm not sure what they would have eaten as there wasn't much left. \n\nOverall, I would recommend this hotel. If you're counting on breakfast, head down early!",4,positive
454,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/588316880.html,Comfort Inn East,"""Moncton was a good stop. The rooms were very clean and the hotel was in a central location.  One thing to suggest to management is possibly installing hot tubs in all there locations. They would be welcome after a drive and less maintanance then a pool.\n",5,positive
455,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/165872778.html,Comfort Inn East,"""We stayed at this property in June of this year as an overnight on our way home to Ontario.  The room was spacious, very clean, beds comfortable and there was a microwave and fridge as well.  We were traveling with our dog so were very pleasantly surprised when there was no extra charge for her.  The continental breakfast is good and the room was very nice and cozy. Would recommend this Comfort Inn.",4,positive
456,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/726670844.html,Comfort Inn East,"""We had stayed at this location about 4 years ago. This time we were a little disapointed in locating the driveway entering the location. It was unmarked and hard to find. When we finally did get there we were pleasently greeted by a very nice young man. The room was comforable, clean and fresh. As usual the bed very comfortable. ",4,positive
457,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/3841439.html,Comfort Inn East,"""Stayed here one night.  Not far from airport or downtown area.  Shopping and restuarants within 5 minute drive.  Clean comfortable rooms.  Friendly staff.  Small breakfast area.\n",4,positive
458,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/396403046.html,Comfort Inn East,"""Been at this hotel twice. Nothing negative to say. Quiet, clean and friendly staff. Will definitely stay at again. Like the quick checkout, no needing to go to front desk anymore. Like the extra touch of lemon water at lobby. Check in is always quick, especially when reservation made online. Close to Dieppe mall. ",5,positive
459,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/690218597.html,Comfort Inn East,"""Staff was great and very friendly, building clean and maintained and rooms very clean and cozy.\nWe would return again and hope to do so in the very near future. Location was also very nice and convenient.",5,positive
460,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/520487963.html,Comfort Inn East,"""stayed  here one night when visit the Hopewell rocks very average hotel not the cleanest place in room dust on chair has not been cleaned in a long time location not the greatest \nhorrendous traffic  in the area when getting to this hotel with there traffic circles but  for a one night stay it would do  also very overpriced for what your getting  staff was nice ..",3,negative
461,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/481581349.html,Comfort Inn East,"""Definetly one of the nicer hotels I have stayed at. You can tell there has been some updating. A little pricey but that goes with the territory of travelling. Super friendly and helpful staff. Breakfast was hot in the morning, with endless coffee. ",5,positive
462,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/323273393.html,Comfort Inn East,"""Stella (Manager) was very helpful when I made the reservation as I wanted a drive up option for my elderly mother. Rooms in usual Comfort Inn style are \""tight\"" for space but it was lovely to have both a small fridge & microwave in room. Beds are comfy, room clean. My only complaint is that breakfast is over at 9 am which is so early for someone traveling who wants\u002Fcan sleep in a bit. Surely they could do this until 1000. Great wifi reception.",4,positive
463,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/460928670.html,Comfort Inn East,"""It's a great location, the room was comfortable and the price was good.  Breakfast was just ok, parking was fine and overall it's a good hotel for the price.  I'd stay again if I just had a quick overnight stay in the Moncton area.",4,positive
464,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/20261739.html,Comfort Inn East,"""Nice modern property.  Very comfortable and we had absolutely no issues with our stay.",4,positive
465,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/688138202.html,Comfort Inn East,"""Nice place great  Service  But need to let customers know they have to park in there parking only I was not happy when I came back and my parking was gone there is numbers above the door not hard to follow this rule ",5,positive
466,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/243378073.html,Comfort Inn East,"""Staff was great and they had a very good breakfast and the person that was taking care of the breakfast was very good and friendly, enjoyed it. Room was clean and very good size. Inside entrance to room but there was also a patio door (Double Glass) that opened to where we parked, so bags were no problem to get to room.Wi-Fi was as good as any hotel we stayed in, I was able to do everything I needed to to. We were going to Prince Edward Island the next day and this was very close to the bridge to the Island. Alll the people we had contact with in New Brunswick were friendly and helpful and staff at hotel were no different. We stayed at several Comfort Inns in United States and New Brunswick on this trip and all have been great. Good value and easy to get to. If we are in this area next year I would stay here again.",5,positive
467,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/283980369.html,Comfort Inn East,"""We stayed at this hotel when in moncton to watch a women's World Cup match. I stayed with my 2 daughters and found the hotel comfortable and clean. The hotel seemed very safe also. The front desk staff were very pleasant and looked after everything we needed.",5,positive
468,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/611272607.html,Comfort Inn East,"""The moment I knew that I had to haul my suitcase up a full flight of stairs it started the stairwell and hall smelled of a mix of disenfectant and mildew .the room looked like it was frozen in time from the 70s . We promptly left . ",3,negative
469,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/290928817.html,Comfort Inn East,"""The rooms were small, dirty and smelled awful, and when I asked for another room, the staff was rude and said they wouldn't help unless we paid for an upgrade. \nThere wasn't anything positive to say about this place.\nNEVER STAY HERE!",1,negative
470,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/573767561.html,Comfort Inn East,"""It was very inviting, clean, positive atmosphere. When we needed anything they were there quickly accommodate us. They had a great variety of foods for breakfast and coffee and tea available all day long. And a bonus is that it was pet friendly.",5,positive
471,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/691016418.html,Comfort Inn East,"""Love the place, great location!! Pet friendly witch so awesome!!! When you book for 4 people you actually get towels for 4!!! Something Many 4 or 5 stars hotels  don\u2019t even think of. The only thing I would change is removing the ugly outdated carpet they still have in their rooms.",5,positive
472,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/520607519.html,Comfort Inn East,"""We had a good stay room-wise.  We parked directly outside the room.  Negative for us was the lack of a laundry.  This wouldn't affect most people. Also, the breakfast fare was liwer quality than we have had at other Choice Hotels.",4,positive
473,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/4306613.html,Comfort Inn East,"""WOW!  I have never had such great service in my life.  There was two clerks, Jordan and Nancy that just blew us away.  The hotel was in great shape and was well worth the trip.  The rooms were great, everything was just perfect right down to the location.  I will be back again and I would recommend this hotel to anyone, the staff just go above and beyond.\n",5,positive
474,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/611717410.html,Comfort Inn East,"""My son and I were in Fredericton for a family baptism. I booked our 3 night stay online with Choice hotels. We got a great rate for a room with 2 double beds\u002Fbreakfast included. \nOn arrival the front desk staff were efficient and friendly. We requested a second floor room on check in that was accommodated. \nOur room was fine. There was a strong smell of cleaner which didn\u2019t bother us too much. There was a mini fridge, microwave and coffee maker in the room. The beds were comfortable. The A\u002FC was loud but worked fine. We availed of the breakfast one morning and it was ok. Hot and cold selections but the room was small with minimal seating.  There are a lot of restaurants in the area. \nJust a note, be aware when booking online as I tried to check out one night earlier to travel home and couldn\u2019t do so without paying the third night. Although it was within the 24 hour cancellation policy. I had no assistance from the front desk, they only gave me the 1-800 number to call Choice hotels. Got a fair bit of a run around with the representative so decided it wasn\u2019t worth the hassle and stayed. So our departure left a bit of a sour note. \nNot sure I would stay here again as we have stayed at other hotels in the Fredericton area that were updated. \n",3,negative
475,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/145622478.html,Comfort Inn East,"""Stayed 2 nights. Efficient and friendly counter staff. Room is basic, breakfast not much selection. The hotel itself is a 2 level building, with the smoking rooms situated on the 1st level. Some stale smoking smell here if it bothers you. We were at the 2nd level, so the air environment is better. Breakfast is in a small room at the 1st level. Not much of a choice, no eggs, bacon, sausage or hot pancakes. Location is excellent, just beside the highway and a short drive to the airport",3,negative
476,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/313967488.html,Comfort Inn East,"""Staff was friendly on check in.  she looked and acknowledged my reward status. Room was clean. There was a team staying there of young guys but they were quiet.  Good night sleep was had.  I did not have breakfast as I slept in and I was in a hurray to get to work",5,positive
477,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/499877286.html,Comfort Inn East,"""Consistently good clean dog friendly room and surrounding grounds at a reasonable price similar to most Comfort Inn locations.  The totally smoke free environment is a benefit.  The staff was friendly and very helpful.",5,positive
478,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/729118537.html,Comfort Inn East,"""We recently stayed at Comfort Inn East to be close to the Festival internationales du cinema fran\u00E7ais en Acadie (FICFA) showings at the Dieppe Cineplex, which is just a short walk away. Check in was fast and easy, the room large, clean and comfortable, with a nice fridge, and the free breakfast buffet was fine. There is plenty of parking, too. We would stay again.",4,positive
479,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182698/505182910.html,Comfort Inn East,"""Very Friendly staff, The room was very clean. Overall a great experience. I will be booking here again in the future. The hotel was very easy to find and it was close to shopping and dining. Again a great experience",5,positive
480,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/220135626.html,Crowne Plaza Moncton Downtown,"""Stayed there last night on business. Overall, it was a decent night's stay. My corporate rate was $139\u002Fnight, which I think is ridiculous considering the fact that my room had a queen bed (not king) and the room was 100 sq ft if not smaller...I could pee into the toilet by standing on the bed (LOL!!!). Dogs are allowed at this hotel and unfortunately, there was one right nex to my room that would not stop barking. The elevators are also extremely slow at this hotel. The service my the hotel staff was very curtious and quick however. I would probably not stay here again considering the price is way too high for what you get. As an example, my nightly rate at the Hilton in St John is $125 and that get's me a huge room with a king bed overlooking the water.",3,negative
481,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/602629872.html,Crowne Plaza Moncton Downtown,"""The largest hotel room I\u2019ve ever stayed in (but not all rooms are the same size) very spacious, super neat. Also there was a very clean and neat pool, jacuzzi and steam room. Also a large fitness center. Helpful, friendly front desk. Can recommend if you look for high end place to spend a night",5,positive
482,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/444726803.html,Crowne Plaza Moncton Downtown,"""This was the night of the xmas parade. Staff was EXTREMELY accomodating. The room we initially got did not have a view of the parade. The front desk attendant ran up and checked the room with us and ran back down to pull a quick switcharoo. I'm ashamed I forger her name. If management is looking at this, young girl, very thin  and she worked on the night of the parade. On a somewhat negative note, there were no towels at the pool area and this wasn't the cleanest pool I ever swam in.",4,positive
483,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/134358215.html,Crowne Plaza Moncton Downtown,"""Good service on check in, with bell boy service right from the truck of my car.  A little bit of a choppy lay out, and it did take a few days of getting used to, but the room was spacious (424) and kept very well by the room staff.  Restaurant is a touch pricey, but the food is very good.  Over all, no complaints.",4,positive
484,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/133018402.html,Crowne Plaza Moncton Downtown,"""We booked this hotel as a late booking via Hotwire. We were on a road trip and needed a place to stay overnight in the Moncton area. The room we stayed in had 2 double beds and as a consequence felt very cramped, particularly as the television unit was very large. The gap between the beds and the walls were probably not much more than a foot. \nThe hotel had both gym & pool facilities and the overall feeling we got was that the hotel was orientated towards the business traveller.",3,negative
485,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/141977162.html,Crowne Plaza Moncton Downtown,"""This was a nicer hotel I ended up with at the spur of the moment in taking a small business trip detour.  All I remember was that it was COLD.  The hotel was warm, bordering hot inside.  The hotel is older, rooms were huge compared to other hotels I've stayed at in Canada.  The hotel seemed primarily French speaking but English was no problem.  The only complaint was the fire alarm went off in the middle of the night, causing everyone to have to leave, outside, until we were all let back in.  I remember having a hard time finding the stairs for the fire escape at 3AM.  Otherwise, would definitely recommend.  There are lots of restaurants and a mall really close by also.",4,positive
486,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/740598018.html,Crowne Plaza Moncton Downtown,"""First time staying at this location and I was very impressed. Good price at 159. The bed was super comfortable. Upgraded to a king size without request. The room looked like it was newly renovated. Very nice. Beautiful shower but the tap is deep in the shower so turning it on with the first shot of cold water was a rude awakening. Huge tv. Great 7th floor view. Pool and hot tub working. Decent size fitness center. Lots of Renos going on on the pool level. Even have a car rental place in the hotel. Small lounge and bar. New but Friendly staff. Very accommodating. Breakfast buffet was decent and not bad price at $17. You can get included for cheaper if you upgrade your room. Disappointed that I didn\u2019t discover the black out curtains until 7 in the morning. Would have been nice at 430 when the city staff started the snow removal process. All in all very nice hotel. Would stay again.  ",4,positive
487,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/85662373.html,Crowne Plaza Moncton Downtown,"""I stayed downtown in the crowne plaza.  Nice hotel.  Great place to get out on your feet and explore.  Many close coffee shops, great local restaurants, and cute local shops.  If you are a runner, the trail along the river is amazing!!! Several miles long.",4,positive
488,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/3224777.html,Crowne Plaza Moncton Downtown,"""I recently stayed at Howard Johnson, Moncton.  It has been five years since I have been to that hotel and I cannot believe the changes.  I was a bit apprehensive about returning but I am glad that I did.  The new lobby is very inviting.  The rooms are clean, bright and tastefully decorated.  The beds are extremely comfortable.  The larger screen TVs are great.  \n\nI will stay there again and I will recommend it to everyone that I know.\n\nGreat job, see you soon!\n",5,positive
489,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/702320450.html,Crowne Plaza Moncton Downtown,"""This hotel used to be pretty much my second home. Spent several nights here while I was starting out with my company. My favorite hotel I stayed at in Moncton. Staff is very nice and accommodating. Hotel is also in a real convenient location in the down town area with lots of parking. Rooms have been just renovated and are beautiful!",5,positive
490,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/363471880.html,Crowne Plaza Moncton Downtown,"""Hosted a large conference the first week of April and was extremely pleased with service at the check in, dining room and in the meeting room.  My bed room was super clean and smelled fresh. Food was delicious and plentiful. Happy with the free shuttle pick up and convenient location. Will be booking again.",5,positive
491,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/561598342.html,Crowne Plaza Moncton Downtown,"""Staff were warm and friendly, even though we visited at a time where not much was going on they helped us plan our visit.\nRooms were updated, clean and spacious. Walking distance to great restaurants less than couple of min away.",4,positive
492,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/747963704.html,Crowne Plaza Moncton Downtown,"""We stayed at this hotel in mid February and it\u2019s a nice place. Friendly staff and very clean. The rooms are in great shape. It\u2019s located just off Main Street and is a great location as you can visit several places of interest by walking a short distance.",5,positive
493,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/327290477.html,Crowne Plaza Moncton Downtown,"""Comfortable hotel, handy for restaurants and downtown. Lucy at the front desk was very friendly and helpful. We were located on an upper floor and hotel was quiet. Beds very comfy and amenities of good quality.",4,positive
494,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/268556778.html,Crowne Plaza Moncton Downtown,"""This is a comfortable hotel, in an excellent location with easy access to Main Street, Moncton. Food in the restaurant was good, although greeting\u002Ffarewell from the almost empty restaurant could have been a bit more attentive. Very comfortable beds. We were attending a workshop in the hotel.",4,positive
495,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/527084574.html,Crowne Plaza Moncton Downtown,"""Stayed here for two nights on a driving holiday around the Maritimes . After reading reviews about small rooms I e mailed and asked for one of the refurbished rooms .....a very quick reply assured us that we already been upgraded ! Our room , on the 6th floor,was enormous with a sitting area with sofa as well as a super king size bed. There were lots of little touches like a selection of creams and a spray to encourage a good sleep . We ate in the hotel both nights and although the restaurant was quiet the staff were chatty and friendly . With being there on a weekend we only had one night parking to pay and it was worth it to park outside the hotel . \nI enjoyed to pool and the hot tub too . One of the best places we stayed in our 17 night holiday .",5,positive
496,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/222864759.html,Crowne Plaza Moncton Downtown,"""This is not an upscale hotel by any stretch, rooms are small (tiny), and slightly outdated.  On the brighter side, the rooms are clean (housekeeping staff was excellent), the restaurant served good food, and the location was close to the downtown restaurants and bars. \nUnfortunately our group of 16 was promised certain room types and rooms nearby each other when we reserved our block of rooms over six months ago.  When we arrived, 7 rooms were spread over 4 different floors, and 2 couples didn't even get the King room they requested, and instead were given a Queen room and asked to switch halfway through their week-long stay.  Completely ridiculous, and disappointing to say the least.  \n\nAlso on the \""not-so-good\"" side were the following:\n- parking lot torn up and parking was across the street (this issue will eventually be resolved and was only a minor inconvenience)\n- upon arrival, the hot tub was under repair and therefore not available for use by our \""old\"" ball team during Nationals\n- the pool also became under repair during our week-long stay rendering it unusable\n- despite the promised rooms being unavailable, staff\u002Fmanagement didn't seem too concerned about the mix-up and thought a $10 room discount (on ONE of the rooms) would solve any problems - it was appreciated, but not a sufficient response\n\nThe fact is, this is an older hotel in need of some serious repair and updating.  While they're at it, some front desk staff retraining in dealing with customer service, wouldn't hurt.",3,negative
497,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/190729331.html,Crowne Plaza Moncton Downtown,"""They fail to let you know that they charge $10 a day for parking even though there parking garage is closed because it's falling apart. Don't even bother trying to call and talk to them because they don't care. Very rude. Just because this hotel is a few dollars cheaper then some other ones it is not worth it. I will never stay there again.",1,negative
498,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/214301036.html,Crowne Plaza Moncton Downtown,"""Stayed three nights the front desk had all the answers to my questions and were very helpful. Each time I returned they would welcome you. The rooms were spacious, clean, it was very quiet. ]The only down side was the price I paid included breakfast and I only found out about it on the last day other wise great place.",5,positive
499,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/115067498.html,Crowne Plaza Moncton Downtown,"""My husband and I stayed at the Crowne Plaza on a weekend getaway from Toronto, and I have to say I was pleansantly surprised. I had read up on Trip Advisor recommendations, there are always a few bad comments out there from those whose expectations are unrealistic, but took those with a grain of salt. Our weekend was phenomenal - the hotel was clean and quiet, the bed was OH so comfortable and the front desk staff were professional and friendly. I highly recommend the Crowne Plaza to anyone out there looking for a quality stay where staff really care about you. thanks for making our weekend away memorable. We will be back!",5,positive
500,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/186456300.html,Crowne Plaza Moncton Downtown,"""This Hotel went beyond, to impress and please.\nFront desk and concierge was perfection.\nThe room was immaculate.\nThe staff was attentive and kind.\nThe lounge was comfy and accommodating.\nCentrally located, it was a breeze to stroll the strip!\nWe enjoyed the pool\u002F hot-tub\u002F and steam room - so lovely!!\nTry the carpaccio @ the restaurant - tender and delicious, the menu is awesome.\nNext time will be staying for the month!",4,positive
501,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/136069649.html,Crowne Plaza Moncton Downtown,"""We had stayed at the Crowne Plaza Moncton Downtown before and really enjoyed the experience.  The first time there we were upgraded to a family suite and had booked a package deal that included meals for an affordable price.  We were looking forward to another great visit. \n\nThe hotel boasts a saltwater pool, hot tub and a steam room as well as an exercise room and restaurant\u002Flounge on site.  We stayed two nights to celebrate our anniversary.  Our package rate was 134.00 and 139.00 and included the breakfast buffet, this was booked on line.   The hotel is downtown so walking anywhere is easy.  On the date of our anniversary we were presented with a card and plate of truffles and raspberries, compliments of the hotel.  \n\nWe had a king room on the 8th floor.  The room was clean and comfortable.  Buffet breakfast was nice and the staff terrific.  The pool area never seemed too busy and the steam room is a plus.  We would stay there again.",4,positive
502,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/181941250.html,Crowne Plaza Moncton Downtown,"""I found this hotel to be worn-out, tired and in desperate need of a complete renovation. The staff seems very pleasant, but I don\u2019t think anyone can clean out the imbedded dirt and stains at this point. The beds are really nothing fantastic and to make it worse, my room smelled musty. If I had a choice between going back and sleeping in my car, I\u2019d take the car. It is in a good location, but I can\u2019t really write anything else positive about this hotel. I will be heading back through the Maritimes for business next month and I will definitely not be staying at the Crowne Plaza again. Yuck.",2,negative
503,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/563387229.html,Crowne Plaza Moncton Downtown,"""This hotel has recently renovated their guest rooms. The rooms now show a modern, clean, \u201Ccrisp\u201D look. The furniture has all been updated, nice art work with a modern flair has been added to the walls. The TV is a large (I\u2019m guessing about 42\u201D) flat panel placed so anyone in the room can view. The desk, as well as the bedside tables offer plenty of electrical plug-ins, as well as plenty of USB charging ports. Moving along to the bathroom, everything has been redone including the sink\u002Fvanity as well as the bath\u002Fshower. The bathroom is very bright - something you can appreciate the older you get. \nThe view from my window was a bit on the \u201Cplain\u201D side and features a new, yet to be opened ice arena. \nThe room itself was very quiet, even though it was close to the elevator. \nBreakfast is included in the price of the room and includes a very extensive buffet of both hot and cold food and beverages. The hotel will cook eggs to order for no additional charge. \nAn airport shuttle is available, but must be arranged with the hotel as they do not operate on a regular schedule. \nThis hotel is located within walking distance of downtown (5 to 10 minute walk).  I definitely would recommend this hotel to any traveller to Moncton. ",4,positive
504,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/159269572.html,Crowne Plaza Moncton Downtown,"""I recently stayed at Crowne Plaza Moncton with an entire team of middle school sports players, and we had a great experience.  The staff was friendly, the pool area was very fun, and the layout conducive to girls having a good time without disturbing other guests. Even when the staff had to remind some giggling girls that it was quiet hour after 10pm, they were gracious and polite. And the coffee in the room was excellent!  I do not usually drink 'hotel room coffee', but this was very tasty. The rooms are well-appointed, sparkling clean, with really nice amenities.",5,positive
505,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/123995079.html,Crowne Plaza Moncton Downtown,"""Great location. Very friendly, helpful staff. Welcome drink on arrival. We had a very nice room on 7th floor, others on our tour complained about noise on the lower floors. The buffet breakfast was very nice. Able to catch buses just outside hotel if you want to go to Chomplain mall which we did and the driver dropped us right in front of the hotel on the way back.",5,positive
506,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/348708153.html,Crowne Plaza Moncton Downtown,"""I chose this hotel over Delta for the hot tub and when making my reservation, I asked if the pools are working. The lady on the phone said \""YES\"". When we arrived, the hot tub was not working. We had to start driving early and had to check-in around 8\u002F9AM as I had to be in Moncton for work. When I was making the reservation, I specifically mentioned that I will be requiring an early check-in and the lady said \""not a problem as long as we have rooms available\"". I called the hotel the night before informing them of my early arrival and asked if they had any rooms available. The sweet lady on the phone said yes and I can definitely check-in at 8AM upon availability. That morning right before we were about to arrive at the hotel, I called the hotel again just to give them a heads up. The lady on the phone was very RUDE, her tone of voice is definitely not one you would be using in the hospitality industry. There are rooms available but she wanted to charge us $60. We were travelling with a young child and it was -30C with windchill that day. Simply loss for words after making sure with them couple times before that. We would have cancelled our reservation and paid the extra $60 to stay at Delta that day if they weren't already fully-booked. Rooms were OK - very dated, bathrooms are clean but have an icky feeling to them, mattresses were saggy and definitely need replaced. We have stayed at numerous Crowne Plazas around Canada, most recently the Fredericton one and we have always been pleased. You can count on us NEVER staying in another crowne plaza again especially the one in Moncton. Absolutely cannot tolerate rude behaviour and inconsistency both with the early check-in and 'pools' were all functioning issue.",3,negative
